anomaly_type,affected_records_pct,data_source,pipeline_stage,historical_frequency,time_sensitivity,data_domain,severity_score_raw,severity_score,label
null_values,19.31,crm,transformation,occasional,medium,compliance,0.3933,0.4622,auto_resolve
null_values,31.07,data_warehouse,validation,rare,critical,hr,0.535,0.5494,escalate
schema_mismatch,6.71,api_feed,validation,occasional,high,finance,0.4951,0.605,escalate
duplicates,6.43,iot_stream,loading,occasional,medium,finance,0.3782,0.273,auto_resolve
data_corruption,16.44,iot_stream,validation,rare,low,marketing,0.4464,0.2016,auto_resolve
null_values,18.48,crm,loading,rare,medium,hr,0.4101,0.4519,auto_resolve
null_values,27.52,erp,validation,frequent,low,marketing,0.2955,0.115,auto_resolve
outlier,14.97,erp,ingestion,rare,high,hr,0.4507,0.5819,escalate
referential_integrity,50.82,api_feed,ingestion,first_occurrence,high,product,0.6286,0.5738,escalate
null_values,5.3,crm,transformation,occasional,critical,finance,0.4852,0.3813,auto_resolve
null_values,27.04,erp,validation,chronic,low,compliance,0.3158,0.5858,escalate
null_values,16.85,iot_stream,ingestion,frequent,critical,finance,0.5071,0.5052,escalate
duplicates,43.64,crm,transformation,occasional,critical,marketing,0.5237,0.5027,escalate
duplicates,57.12,manual_entry,ingestion,frequent,medium,product,0.4512,0.526,escalate
null_values,6.77,api_feed,validation,frequent,high,finance,0.414,0.4956,escalate
null_values,2.53,crm,transformation,frequent,medium,marketing,0.2982,0.4121,auto_resolve
duplicates,14.15,crm,ingestion,frequent,medium,compliance,0.3072,0.1739,auto_resolve
data_corruption,22.11,crm,ingestion,frequent,low,compliance,0.4251,0.4787,escalate
schema_mismatch,8.75,api_feed,transformation,occasional,low,product,0.353,0.3237,auto_resolve
duplicates,13.77,crm,transformation,rare,low,finance,0.3009,0.2088,auto_resolve
null_values,17.94,iot_stream,serving,first_occurrence,medium,marketing,0.4715,0.4764,escalate
null_values,42.94,iot_stream,ingestion,rare,medium,marketing,0.4371,0.256,auto_resolve
null_values,6.05,crm,transformation,occasional,low,finance,0.2785,0.3708,auto_resolve
outlier,10.88,iot_stream,validation,chronic,low,compliance,0.3153,0.2862,auto_resolve
referential_integrity,8.62,data_warehouse,validation,frequent,medium,finance,0.4078,0.36,auto_resolve
referential_integrity,23.62,crm,transformation,frequent,critical,hr,0.5981,0.5844,escalate
data_corruption,40.71,data_warehouse,ingestion,frequent,medium,finance,0.5299,0.5131,escalate
data_corruption,19.87,erp,serving,chronic,high,operations,0.6046,0.7187,critical
data_corruption,12.99,manual_entry,serving,frequent,critical,finance,0.7453,0.6357,critical
null_values,5.28,crm,transformation,rare,high,finance,0.4387,0.4005,auto_resolve
null_values,23.86,iot_stream,validation,occasional,high,marketing,0.4448,0.4232,auto_resolve
duplicates,14.19,iot_stream,ingestion,occasional,medium,compliance,0.3546,0.248,auto_resolve
schema_mismatch,10.56,data_warehouse,ingestion,rare,critical,hr,0.528,0.5439,escalate
null_values,14.38,data_warehouse,ingestion,rare,low,hr,0.2699,0.1975,auto_resolve
outlier,10.78,crm,validation,rare,high,marketing,0.4208,0.2803,auto_resolve
schema_mismatch,8.69,manual_entry,ingestion,rare,medium,hr,0.4555,0.5082,escalate
duplicates,11.11,erp,ingestion,rare,low,hr,0.2607,0.4154,auto_resolve
null_values,13.3,crm,ingestion,chronic,high,operations,0.3611,0.3659,auto_resolve
null_values,11.63,crm,ingestion,occasional,high,hr,0.3854,0.375,auto_resolve
null_values,34.54,data_warehouse,transformation,frequent,high,product,0.4443,0.4318,auto_resolve
referential_integrity,16.73,manual_entry,transformation,first_occurrence,critical,compliance,0.7279,0.6763,critical
schema_mismatch,5.71,crm,validation,chronic,high,compliance,0.4534,0.5705,escalate
outlier,7.78,data_warehouse,transformation,frequent,medium,operations,0.3349,0.3443,auto_resolve
null_values,9.59,iot_stream,transformation,chronic,critical,finance,0.5092,0.2913,auto_resolve
duplicates,84.0,erp,loading,occasional,low,marketing,0.4664,0.5863,escalate
duplicates,12.58,api_feed,ingestion,occasional,low,finance,0.2627,0.3581,auto_resolve
outlier,19.6,manual_entry,ingestion,occasional,medium,marketing,0.3964,0.4566,auto_resolve
outlier,2.78,manual_entry,loading,occasional,medium,marketing,0.3996,0.124,auto_resolve
null_values,14.68,api_feed,validation,frequent,medium,hr,0.3547,0.3544,auto_resolve
referential_integrity,45.72,api_feed,transformation,first_occurrence,high,operations,0.6592,0.7486,critical
null_values,11.89,crm,ingestion,first_occurrence,low,hr,0.2965,0.3344,auto_resolve
referential_integrity,46.7,api_feed,ingestion,frequent,high,compliance,0.6157,0.6362,critical
null_values,7.03,erp,ingestion,rare,medium,finance,0.351,0.4405,auto_resolve
null_values,18.06,erp,loading,frequent,critical,finance,0.5396,0.5535,escalate
outlier,17.76,erp,validation,rare,medium,hr,0.4081,0.5285,escalate
null_values,9.28,api_feed,ingestion,occasional,medium,operations,0.328,0.3442,auto_resolve
duplicates,22.63,api_feed,ingestion,rare,high,operations,0.4307,0.439,auto_resolve
duplicates,32.69,api_feed,ingestion,occasional,medium,product,0.3637,0.4529,auto_resolve
null_values,31.59,crm,ingestion,frequent,low,finance,0.3062,0.2664,auto_resolve
outlier,51.23,data_warehouse,transformation,frequent,low,operations,0.3884,0.2787,auto_resolve
referential_integrity,18.81,erp,transformation,rare,low,compliance,0.4508,0.4512,auto_resolve
referential_integrity,38.21,api_feed,loading,occasional,medium,operations,0.5451,0.6041,escalate
duplicates,16.66,crm,validation,frequent,medium,operations,0.3098,0.4024,auto_resolve
duplicates,21.72,manual_entry,serving,first_occurrence,medium,finance,0.527,0.6201,critical
null_values,7.99,api_feed,loading,rare,high,marketing,0.4452,0.4383,auto_resolve
null_values,15.74,api_feed,serving,occasional,low,finance,0.382,0.3649,auto_resolve
null_values,39.93,iot_stream,serving,frequent,low,operations,0.4288,0.3696,auto_resolve
referential_integrity,22.65,manual_entry,transformation,occasional,high,operations,0.5848,0.6098,critical
referential_integrity,38.15,api_feed,ingestion,first_occurrence,high,compliance,0.6494,0.4853,escalate
outlier,18.1,api_feed,ingestion,chronic,high,hr,0.4259,0.4282,auto_resolve
duplicates,32.26,data_warehouse,validation,chronic,high,finance,0.4184,0.7033,critical
duplicates,27.79,data_warehouse,validation,frequent,critical,product,0.453,0.3026,auto_resolve
duplicates,8.73,manual_entry,ingestion,frequent,critical,marketing,0.4418,0.4575,auto_resolve
duplicates,3.5,manual_entry,loading,chronic,medium,hr,0.357,0.3948,auto_resolve
duplicates,7.36,iot_stream,loading,occasional,medium,marketing,0.3481,0.3988,auto_resolve
null_values,2.93,data_warehouse,validation,frequent,low,product,0.2131,0.1164,auto_resolve
null_values,24.9,crm,transformation,occasional,medium,compliance,0.4098,0.4613,auto_resolve
data_corruption,28.94,data_warehouse,ingestion,rare,medium,finance,0.5305,0.4771,escalate
duplicates,14.1,manual_entry,transformation,frequent,low,operations,0.3083,0.1655,auto_resolve
data_corruption,21.61,api_feed,ingestion,frequent,low,operations,0.4169,0.5121,escalate
null_values,28.94,api_feed,validation,rare,critical,marketing,0.5325,0.599,escalate
schema_mismatch,18.96,erp,transformation,occasional,low,marketing,0.3629,0.2663,auto_resolve
null_values,11.98,iot_stream,ingestion,frequent,high,hr,0.4087,0.3544,auto_resolve
null_values,8.06,manual_entry,transformation,rare,critical,marketing,0.5249,0.4669,auto_resolve
null_values,48.74,erp,validation,frequent,medium,finance,0.4545,0.2902,auto_resolve
null_values,15.85,api_feed,transformation,first_occurrence,low,product,0.3506,0.4268,auto_resolve
referential_integrity,30.67,crm,serving,occasional,high,hr,0.6123,0.6923,critical
duplicates,15.96,api_feed,ingestion,chronic,medium,marketing,0.2914,0.2581,auto_resolve
schema_mismatch,40.09,api_feed,serving,frequent,low,compliance,0.5195,0.5167,escalate
duplicates,17.3,api_feed,ingestion,frequent,medium,product,0.3113,0.3228,auto_resolve
duplicates,43.1,crm,ingestion,frequent,low,compliance,0.3218,0.3463,auto_resolve
duplicates,23.12,crm,serving,occasional,high,operations,0.4706,0.3358,auto_resolve
null_values,3.25,erp,validation,frequent,critical,marketing,0.422,0.4709,escalate
data_corruption,11.52,api_feed,validation,occasional,medium,finance,0.509,0.3915,auto_resolve
outlier,20.06,data_warehouse,validation,occasional,critical,compliance,0.5312,0.5993,escalate
outlier,21.38,manual_entry,transformation,occasional,medium,product,0.4411,0.3346,auto_resolve
duplicates,40.0,manual_entry,loading,occasional,high,hr,0.5488,0.4188,auto_resolve
null_values,37.28,erp,ingestion,occasional,high,operations,0.46,0.4572,auto_resolve
referential_integrity,23.73,crm,loading,occasional,low,marketing,0.4021,0.397,auto_resolve
duplicates,13.79,iot_stream,serving,occasional,critical,hr,0.5538,0.5642,escalate
null_values,4.91,api_feed,loading,rare,critical,finance,0.5478,0.4586,auto_resolve
duplicates,10.33,crm,validation,occasional,medium,operations,0.3034,0.3237,auto_resolve
outlier,10.73,api_feed,validation,rare,high,hr,0.4668,0.4965,escalate
schema_mismatch,11.93,manual_entry,transformation,chronic,low,product,0.3724,0.489,escalate
outlier,14.91,erp,transformation,first_occurrence,low,operations,0.3655,0.384,auto_resolve
outlier,7.22,crm,loading,frequent,low,hr,0.3002,0.2403,auto_resolve
null_values,23.97,api_feed,validation,rare,medium,finance,0.4291,0.2944,auto_resolve
referential_integrity,3.32,crm,transformation,frequent,low,marketing,0.3215,0.1685,auto_resolve
duplicates,9.12,api_feed,loading,frequent,low,finance,0.2932,0.3255,auto_resolve
schema_mismatch,17.31,iot_stream,ingestion,chronic,critical,marketing,0.5176,0.5969,escalate
null_values,6.73,data_warehouse,loading,frequent,medium,marketing,0.3146,0.2256,auto_resolve
data_corruption,4.15,erp,loading,frequent,high,marketing,0.5198,0.5453,escalate
null_values,51.84,crm,ingestion,rare,low,operations,0.3791,0.3616,auto_resolve
null_values,23.89,api_feed,ingestion,occasional,low,operations,0.3022,0.374,auto_resolve
duplicates,11.72,erp,validation,occasional,high,operations,0.3842,0.4708,escalate
null_values,36.59,iot_stream,ingestion,frequent,medium,product,0.3958,0.1692,auto_resolve
null_values,37.15,manual_entry,serving,frequent,medium,finance,0.5369,0.6401,critical
schema_mismatch,19.44,api_feed,ingestion,occasional,critical,marketing,0.5338,0.559,escalate
duplicates,31.31,manual_entry,ingestion,frequent,medium,finance,0.4098,0.3567,auto_resolve
referential_integrity,9.92,erp,ingestion,occasional,medium,finance,0.429,0.3786,auto_resolve
duplicates,22.71,api_feed,loading,frequent,medium,hr,0.3884,0.3916,auto_resolve
outlier,35.39,data_warehouse,validation,occasional,low,product,0.3332,0.2828,auto_resolve
duplicates,15.4,erp,loading,occasional,high,marketing,0.4118,0.3181,auto_resolve
schema_mismatch,50.95,erp,serving,frequent,medium,operations,0.5691,0.4983,escalate
schema_mismatch,11.42,iot_stream,validation,rare,low,marketing,0.3695,0.2654,auto_resolve
duplicates,13.97,api_feed,ingestion,frequent,medium,finance,0.3247,0.4594,auto_resolve
data_corruption,12.34,erp,ingestion,frequent,medium,product,0.4383,0.4439,auto_resolve
duplicates,15.15,crm,loading,rare,medium,operations,0.3717,0.5969,escalate
null_values,5.57,api_feed,ingestion,occasional,critical,hr,0.458,0.4951,escalate
schema_mismatch,20.82,api_feed,loading,first_occurrence,high,product,0.5746,0.6335,critical
outlier,27.89,api_feed,loading,occasional,medium,operations,0.4507,0.3445,auto_resolve
null_values,13.56,erp,validation,frequent,critical,finance,0.4917,0.4699,escalate
duplicates,53.49,erp,validation,rare,high,hr,0.5306,0.5378,escalate
referential_integrity,27.25,api_feed,serving,rare,low,hr,0.5131,0.4494,auto_resolve
outlier,2.03,iot_stream,loading,occasional,low,operations,0.3246,0.2781,auto_resolve
data_corruption,19.23,api_feed,validation,rare,low,hr,0.4682,0.5103,escalate
duplicates,51.52,api_feed,transformation,rare,low,operations,0.4112,0.4552,auto_resolve
schema_mismatch,8.41,iot_stream,transformation,occasional,medium,marketing,0.4198,0.2861,auto_resolve
duplicates,3.22,crm,transformation,occasional,medium,hr,0.3058,0.3342,auto_resolve
referential_integrity,50.04,erp,serving,frequent,critical,marketing,0.6944,0.7497,critical
duplicates,22.99,crm,validation,occasional,medium,marketing,0.3259,0.2669,auto_resolve
outlier,29.35,erp,loading,occasional,low,operations,0.3777,0.3085,auto_resolve
duplicates,2.79,data_warehouse,ingestion,occasional,critical,hr,0.3942,0.4384,auto_resolve
schema_mismatch,26.41,erp,loading,rare,medium,product,0.4925,0.2352,auto_resolve
outlier,13.86,iot_stream,transformation,occasional,low,hr,0.3468,0.347,auto_resolve
duplicates,19.1,crm,validation,frequent,low,hr,0.2551,0.4185,auto_resolve
referential_integrity,48.96,api_feed,ingestion,chronic,medium,marketing,0.4848,0.2252,auto_resolve
duplicates,13.42,erp,loading,first_occurrence,medium,operations,0.3999,0.4822,escalate
schema_mismatch,28.25,erp,validation,occasional,medium,finance,0.4763,0.5308,escalate
duplicates,23.89,erp,transformation,occasional,high,operations,0.4342,0.2904,auto_resolve
duplicates,37.23,manual_entry,transformation,first_occurrence,medium,hr,0.5018,0.5539,escalate
duplicates,7.83,api_feed,transformation,frequent,high,finance,0.4113,0.5114,escalate
null_values,16.81,iot_stream,transformation,rare,high,compliance,0.5157,0.398,auto_resolve
null_values,3.19,data_warehouse,ingestion,frequent,medium,operations,0.2673,0.1966,auto_resolve
schema_mismatch,15.82,api_feed,transformation,occasional,low,hr,0.3859,0.3885,auto_resolve
schema_mismatch,20.86,data_warehouse,transformation,rare,medium,operations,0.4479,0.5456,escalate
schema_mismatch,23.77,crm,transformation,frequent,medium,hr,0.4418,0.3876,auto_resolve
null_values,12.37,erp,validation,rare,medium,operations,0.364,0.3598,auto_resolve
duplicates,19.86,api_feed,transformation,frequent,medium,finance,0.3766,0.3101,auto_resolve
null_values,36.66,api_feed,ingestion,frequent,medium,compliance,0.4208,0.4233,auto_resolve
outlier,11.93,api_feed,loading,occasional,medium,hr,0.4142,0.5189,escalate
referential_integrity,5.8,api_feed,transformation,rare,medium,operations,0.4614,0.472,escalate
null_values,10.51,iot_stream,validation,occasional,medium,hr,0.3654,0.3297,auto_resolve
schema_mismatch,25.23,erp,serving,occasional,critical,marketing,0.6181,0.6148,critical
null_values,11.15,iot_stream,loading,frequent,medium,product,0.3757,0.2956,auto_resolve
null_values,21.77,api_feed,transformation,occasional,high,operations,0.4614,0.3619,auto_resolve
null_values,16.33,api_feed,transformation,occasional,medium,product,0.3735,0.4938,escalate
null_values,37.32,erp,loading,frequent,medium,marketing,0.4169,0.5807,escalate
schema_mismatch,20.74,erp,loading,frequent,high,product,0.5096,0.3304,auto_resolve
referential_integrity,30.57,erp,ingestion,frequent,critical,compliance,0.6271,0.6853,critical
null_values,49.28,manual_entry,validation,rare,high,compliance,0.6174,0.7033,critical
duplicates,7.89,api_feed,loading,occasional,critical,product,0.4749,0.3537,auto_resolve
outlier,17.92,crm,loading,occasional,medium,hr,0.4086,0.3614,auto_resolve
data_corruption,23.09,manual_entry,ingestion,frequent,critical,operations,0.652,0.5943,escalate
schema_mismatch,23.39,manual_entry,transformation,frequent,high,finance,0.584,0.7741,critical
null_values,19.35,data_warehouse,transformation,frequent,high,operations,0.4107,0.576,escalate
schema_mismatch,4.82,api_feed,ingestion,rare,high,operations,0.4698,0.3776,auto_resolve
duplicates,12.69,manual_entry,validation,frequent,high,finance,0.4428,0.2969,auto_resolve
data_corruption,30.92,api_feed,transformation,frequent,medium,hr,0.5514,0.6287,critical
duplicates,6.98,manual_entry,ingestion,rare,medium,finance,0.374,0.4284,auto_resolve
schema_mismatch,31.52,api_feed,transformation,first_occurrence,medium,operations,0.5322,0.6566,critical
null_values,26.49,crm,loading,rare,medium,operations,0.4248,0.3189,auto_resolve
duplicates,14.08,data_warehouse,loading,occasional,medium,product,0.3296,0.402,auto_resolve
referential_integrity,20.4,manual_entry,loading,occasional,high,marketing,0.5735,0.5003,escalate
schema_mismatch,17.91,api_feed,serving,rare,medium,finance,0.5507,0.6131,critical
duplicates,25.1,api_feed,serving,occasional,medium,operations,0.432,0.4283,auto_resolve
referential_integrity,6.99,manual_entry,transformation,frequent,low,operations,0.3987,0.5888,escalate
referential_integrity,22.95,crm,ingestion,frequent,low,finance,0.374,0.4187,auto_resolve
duplicates,25.5,erp,loading,frequent,medium,hr,0.385,0.3536,auto_resolve
duplicates,23.61,crm,validation,frequent,medium,compliance,0.3528,0.3666,auto_resolve
duplicates,15.94,crm,transformation,occasional,low,hr,0.2742,0.2642,auto_resolve
schema_mismatch,20.81,crm,serving,frequent,medium,marketing,0.4579,0.3425,auto_resolve
